GCM,run,scenario,1.5,2.0,2.5,3.0,4.0
MIROC6,r14i1p1f1,ssp585,2048-11-16 00:00:00,2059-10-16 12:00:00,2071-04-16 00:00:00,2080-12-16 12:00:00,
MIROC6,r14i1p1f1,ssp245,,,,,
MPI-ESM-1-2-HAM,r3i1p1f1,ssp370,2042-08-16 12:00:00,,,,
MPI-ESM-1-2-HAM,r1i1p1f1,ssp370,2045-12-16 12:00:00,,,,
MPI-ESM-1-2-HAM,r2i1p1f1,ssp370,2045-09-16 00:00:00,,,,
MPI-ESM1-2-HR,r3i1p1f1,ssp370,2054-01-16 12:00:00,2068-05-16 12:00:00,2080-11-16 00:00:00,,
MPI-ESM1-2-HR,r9i1p1f1,ssp370,2059-05-16 12:00:00,2073-09-16 00:00:00,2086-08-16 12:00:00,,
MPI-ESM1-2-HR,r4i1p1f1,ssp370,2052-07-16 12:00:00,2068-12-16 12:00:00,2081-10-16 12:00:00,,
MPI-ESM1-2-HR,r7i1p1f1,ssp370,2056-12-16 12:00:00,2070-07-16 12:00:00,2083-11-16 00:00:00,,
MPI-ESM1-2-HR,r8i1p1f1,ssp370,2057-12-16 12:00:00,2070-03-16 12:00:00,2083-02-15 00:00:00,,
MPI-ESM1-2-HR,r5i1p1f1,ssp370,2055-05-16 12:00:00,2068-02-15 12:00:00,2084-01-16 12:00:00,,
MPI-ESM1-2-HR,r6i1p1f1,ssp370,2052-08-16 12:00:00,2067-10-16 12:00:00,2079-09-16 00:00:00,,
MPI-ESM1-2-HR,r10i1p1f1,ssp370,2052-03-16 12:00:00,2066-06-16 00:00:00,2081-04-16 00:00:00,,
MPI-ESM1-2-HR,r1i1p1f1,ssp585,2050-12-16 12:00:00,2062-08-16 12:00:00,2073-08-16 12:00:00,2083-01-16 12:00:00,
MPI-ESM1-2-HR,r1i1p1f1,ssp370,2051-12-16 12:00:00,2066-04-16 00:00:00,2081-09-16 00:00:00,,
MPI-ESM1-2-HR,r1i1p1f1,ssp245,2065-08-16 12:00:00,,,,
MPI-ESM1-2-HR,r2i1p1f1,ssp585,2054-08-16 12:00:00,2065-03-16 12:00:00,2075-03-16 12:00:00,2084-08-16 12:00:00,
MPI-ESM1-2-HR,r2i1p1f1,ssp370,2056-01-16 12:00:00,2071-02-15 00:00:00,2085-06-16 00:00:00,,
MPI-ESM1-2-HR,r2i1p1f1,ssp245,2068-11-16 00:00:00,,,,
MPI-ESM1-2-LR,r3i1p1f1,ssp585,2050-10-16 12:00:00,2061-12-16 12:00:00,2073-08-16 12:00:00,2082-10-16 12:00:00,
MPI-ESM1-2-LR,r3i1p1f1,ssp370,2055-02-15 00:00:00,2069-11-16 00:00:00,2083-04-16 00:00:00,,
MPI-ESM1-2-LR,r3i1p1f1,ssp245,2071-04-16 00:00:00,,,,
MPI-ESM1-2-LR,r9i1p1f1,ssp585,2054-07-16 12:00:00,2064-05-16 12:00:00,2073-04-16 00:00:00,2082-02-15 00:00:00,
MPI-ESM1-2-LR,r9i1p1f1,ssp370,2056-05-16 12:00:00,2072-01-16 12:00:00,2083-10-16 12:00:00,,
MPI-ESM1-2-LR,r9i1p1f1,ssp245,2070-03-16 12:00:00,,,,
MPI-ESM1-2-LR,r4i1p1f1,ssp585,2051-03-16 12:00:00,2061-09-16 00:00:00,2071-04-16 00:00:00,2080-12-16 12:00:00,
MPI-ESM1-2-LR,r4i1p1f1,ssp370,2056-07-16 12:00:00,2069-12-16 12:00:00,2083-11-16 00:00:00,,
MPI-ESM1-2-LR,r4i1p1f1,ssp245,2065-09-16 00:00:00,,,,
MPI-ESM1-2-LR,r7i1p1f1,ssp585,2050-12-16 12:00:00,2062-03-16 12:00:00,2071-10-16 12:00:00,2081-09-16 00:00:00,
MPI-ESM1-2-LR,r7i1p1f1,ssp370,2053-08-16 12:00:00,2069-05-16 12:00:00,2082-10-16 12:00:00,,
MPI-ESM1-2-LR,r7i1p1f1,ssp245,2067-07-16 12:00:00,,,,
MPI-ESM1-2-LR,r8i1p1f1,ssp585,2050-03-16 12:00:00,2061-01-16 12:00:00,2071-01-16 12:00:00,2080-06-16 00:00:00,
MPI-ESM1-2-LR,r8i1p1f1,ssp370,2052-05-16 12:00:00,2066-05-16 12:00:00,2080-12-16 12:00:00,,
MPI-ESM1-2-LR,r8i1p1f1,ssp245,2064-01-16 12:00:00,,,,
MPI-ESM1-2-LR,r5i1p1f1,ssp585,2048-04-16 00:00:00,2060-09-16 00:00:00,2072-03-16 12:00:00,2081-10-16 12:00:00,
MPI-ESM1-2-LR,r5i1p1f1,ssp370,2052-03-16 12:00:00,2066-03-16 12:00:00,2079-12-16 12:00:00,,
MPI-ESM1-2-LR,r5i1p1f1,ssp245,2063-08-16 12:00:00,,,,
MPI-ESM1-2-LR,r6i1p1f1,ssp585,2053-05-16 12:00:00,2063-08-16 12:00:00,2072-12-16 12:00:00,2082-05-16 12:00:00,
MPI-ESM1-2-LR,r6i1p1f1,ssp370,2056-09-16 00:00:00,2070-05-16 12:00:00,2083-04-16 00:00:00,,
MPI-ESM1-2-LR,r6i1p1f1,ssp245,2072-12-16 12:00:00,,,,
MPI-ESM1-2-LR,r10i1p1f1,ssp585,2053-06-16 00:00:00,2063-12-16 12:00:00,2073-04-16 00:00:00,2083-05-16 12:00:00,
MPI-ESM1-2-LR,r10i1p1f1,ssp370,2054-06-16 00:00:00,2069-06-16 00:00:00,2085-02-15 00:00:00,,
MPI-ESM1-2-LR,r10i1p1f1,ssp245,2074-09-16 00:00:00,,,,
MPI-ESM1-2-LR,r1i1p1f1,ssp585,2051-12-16 12:00:00,2063-04-16 00:00:00,2073-05-16 12:00:00,2082-10-16 12:00:00,
MPI-ESM1-2-LR,r1i1p1f1,ssp370,2056-06-16 00:00:00,2069-09-16 00:00:00,2081-03-16 12:00:00,,
MPI-ESM1-2-LR,r1i1p1f1,ssp245,2068-06-16 00:00:00,,,,
MPI-ESM1-2-LR,r2i1p1f1,ssp585,2049-07-16 12:00:00,2061-05-16 12:00:00,2071-06-16 00:00:00,2081-01-16 12:00:00,
MPI-ESM1-2-LR,r2i1p1f1,ssp370,2053-10-16 12:00:00,2070-01-16 12:00:00,2083-01-16 12:00:00,,
MPI-ESM1-2-LR,r2i1p1f1,ssp245,2063-09-16 00:00:00,,,,
MRI-ESM2-0,r3i1p1f1,ssp585,2042-07-16 12:00:00,2053-11-16 00:00:00,2064-06-16 00:00:00,2073-05-16 12:00:00,2090-01-16 12:00:00
MRI-ESM2-0,r3i1p1f1,ssp370,2045-10-16 12:00:00,2061-07-16 12:00:00,2074-02-15 00:00:00,2085-10-16 12:00:00,
MRI-ESM2-0,r3i1p1f1,ssp245,2048-02-15 12:00:00,2075-11-16 00:00:00,,,
MRI-ESM2-0,r1i2p1f1,ssp585,2038-04-16 00:00:00,2050-11-16 00:00:00,2061-06-16 00:00:00,2071-12-16 12:00:00,2090-08-16 12:00:00
MRI-ESM2-0,r4i1p1f1,ssp585,2041-05-16 12:00:00,2051-07-16 12:00:00,2062-03-16 12:00:00,2072-04-16 00:00:00,2089-11-16 00:00:00
MRI-ESM2-0,r4i1p1f1,ssp370,2043-03-16 12:00:00,2057-12-16 12:00:00,2073-10-16 12:00:00,2085-12-16 12:00:00,
MRI-ESM2-0,r4i1p1f1,ssp245,2047-11-16 00:00:00,2074-02-15 00:00:00,,,
MRI-ESM2-0,r5i1p1f1,ssp585,2040-07-16 12:00:00,2052-03-16 12:00:00,2062-01-16 12:00:00,2071-09-16 00:00:00,2090-12-16 12:00:00
MRI-ESM2-0,r5i1p1f1,ssp370,2047-12-16 12:00:00,2060-07-16 12:00:00,2076-06-16 00:00:00,2089-01-16 12:00:00,
MRI-ESM2-0,r5i1p1f1,ssp245,2045-10-16 12:00:00,2067-10-16 12:00:00,,,
MRI-ESM2-0,r1i1p1f1,ssp585,2035-01-16 12:00:00,2046-09-16 00:00:00,2060-03-16 12:00:00,2070-02-15 00:00:00,2087-12-16 12:00:00
MRI-ESM2-0,r1i1p1f1,ssp370,2042-12-16 12:00:00,2055-01-16 12:00:00,2069-01-16 12:00:00,2081-09-16 00:00:00,
MRI-ESM2-0,r1i1p1f1,ssp245,2044-07-16 12:00:00,2062-09-16 00:00:00,,,
MRI-ESM2-0,r2i1p1f1,ssp585,2039-08-16 12:00:00,2049-06-16 00:00:00,2060-04-16 00:00:00,2070-09-16 00:00:00,2088-06-16 00:00:00
MRI-ESM2-0,r2i1p1f1,ssp370,2045-03-16 12:00:00,2058-04-16 00:00:00,2072-01-16 12:00:00,2084-11-16 00:00:00,
MRI-ESM2-0,r2i1p1f1,ssp245,2050-10-16 12:00:00,2070-01-16 12:00:00,,,
NESM3,r1i1p1f1,ssp585,2031-03-16 12:00:00,2040-06-16 00:00:00,2049-12-16 12:00:00,2059-08-16 12:00:00,2075-07-16 12:00:00
NESM3,r1i1p1f1,ssp245,2039-04-16 00:00:00,2054-12-16 12:00:00,2080-01-16 12:00:00,,
NESM3,r2i1p1f1,ssp585,2034-04-16 00:00:00,2044-10-16 12:00:00,2054-12-16 12:00:00,2063-08-16 12:00:00,2080-08-16 12:00:00
NESM3,r2i1p1f1,ssp245,2047-04-16 00:00:00,2066-02-15 00:00:00,,,
NorESM2-LM,r3i1p1f1,ssp370,,,,,
NorESM2-LM,r3i1p1f1,ssp245,,,,,
NorESM2-LM,r1i1p1f1,ssp585,2051-04-16 00:00:00,2062-12-16 12:00:00,2073-02-15 00:00:00,2081-11-16 00:00:00,
NorESM2-LM,r1i1p1f1,ssp370,2061-07-16 12:00:00,2075-01-16 12:00:00,2087-12-16 12:00:00,,
NorESM2-LM,r1i1p1f1,ssp245,2072-03-16 12:00:00,,,,
NorESM2-LM,r2i1p1f1,ssp370,,,,,
NorESM2-LM,r2i1p1f1,ssp245,,,,,
NorESM2-MM,r1i1p1f1,ssp585,2048-08-16 12:00:00,2061-08-16 12:00:00,2071-12-16 12:00:00,2080-01-16 12:00:00,
NorESM2-MM,r1i1p1f1,ssp370,2055-06-16 00:00:00,2070-06-16 00:00:00,2083-10-16 12:00:00,,
NorESM2-MM,r1i1p1f1,ssp245,2067-05-16 12:00:00,,,,
NorESM2-MM,r2i1p1f1,ssp245,2067-01-16 12:00:00,,,,
TaiESM1,r1i1p1f1,ssp585,2030-04-16 00:00:00,2037-04-16 00:00:00,2044-12-16 12:00:00,2051-12-16 12:00:00,2066-07-16 12:00:00
TaiESM1,r1i1p1f1,ssp370,2035-04-16 00:00:00,2044-07-16 12:00:00,2052-12-16 12:00:00,2061-03-16 12:00:00,2079-09-16 00:00:00
TaiESM1,r1i1p1f1,ssp245,2032-12-16 12:00:00,2044-10-16 12:00:00,2055-12-16 12:00:00,2068-05-16 12:00:00,
UKESM1-0-LL,r1i1p1f2,ssp585,2026-11-16 00:00:00,2034-04-16 00:00:00,2041-04-16 00:00:00,2048-01-16 00:00:00,2060-04-16 00:00:00
UKESM1-0-LL,r1i1p1f2,ssp370,2026-05-16 00:00:00,2034-06-16 00:00:00,2043-04-16 00:00:00,2051-08-16 00:00:00,2070-02-16 00:00:00
UKESM1-0-LL,r1i1p1f2,ssp245,2028-01-16 00:00:00,2037-12-16 00:00:00,2048-11-16 00:00:00,2061-04-16 00:00:00,2089-05-16 00:00:00
UKESM1-0-LL,r2i1p1f2,ssp585,2026-04-16 00:00:00,2033-03-16 00:00:00,2039-10-16 00:00:00,2046-03-16 00:00:00,2058-11-16 00:00:00
UKESM1-0-LL,r2i1p1f2,ssp370,2028-02-16 00:00:00,2035-08-16 00:00:00,2043-01-16 00:00:00,2050-11-16 00:00:00,2064-12-16 00:00:00
UKESM1-0-LL,r2i1p1f2,ssp245,2024-10-16 00:00:00,2032-04-16 00:00:00,2041-05-16 00:00:00,2053-02-16 00:00:00,2084-11-16 00:00:00
UKESM1-0-LL,r12i1p1f2,ssp370,2026-11-16 00:00:00,2034-10-16 00:00:00,2042-09-16 00:00:00,2051-02-16 00:00:00,2067-05-16 00:00:00
UKESM1-0-LL,r12i1p1f2,ssp245,2027-07-16 00:00:00,2036-08-16 00:00:00,2046-12-16 00:00:00,2058-03-16 00:00:00,2087-04-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp585,2025-08-16 00:00:00,2033-09-16 00:00:00,2040-12-16 00:00:00,2048-04-16 00:00:00,2062-02-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp370,2026-12-16 00:00:00,2035-05-16 00:00:00,2043-09-16 00:00:00,2051-12-16 00:00:00,2068-05-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp245,2025-03-16 00:00:00,2034-05-16 00:00:00,2045-05-16 00:00:00,2056-08-16 00:00:00,
UKESM1-0-LL,r4i1p1f2,ssp585,2027-11-16 00:00:00,2034-11-16 00:00:00,2041-04-16 00:00:00,2048-08-16 00:00:00,2060-11-16 00:00:00
UKESM1-0-LL,r4i1p1f2,ssp370,2029-02-16 00:00:00,2037-03-16 00:00:00,2045-03-16 00:00:00,2054-02-16 00:00:00,2067-09-16 00:00:00
UKESM1-0-LL,r4i1p1f2,ssp245,2029-08-16 00:00:00,2038-02-16 00:00:00,2047-02-16 00:00:00,2057-05-16 00:00:00,2088-12-16 00:00:00
UKESM1-0-LL,r10i1p1f2,ssp370,2027-12-16 00:00:00,2036-01-16 00:00:00,2043-06-16 00:00:00,2052-05-16 00:00:00,2068-03-16 00:00:00
UKESM1-0-LL,r10i1p1f2,ssp245,2025-12-16 00:00:00,2035-04-16 00:00:00,2046-08-16 00:00:00,2060-09-16 00:00:00,2088-10-16 00:00:00
UKESM1-0-LL,r16i1p1f2,ssp370,2028-02-16 00:00:00,2036-07-16 00:00:00,2045-04-16 00:00:00,2053-04-16 00:00:00,2067-12-16 00:00:00
UKESM1-0-LL,r16i1p1f2,ssp245,2028-03-16 00:00:00,2037-03-16 00:00:00,2046-06-16 00:00:00,2057-07-16 00:00:00,2090-07-16 00:00:00
UKESM1-0-LL,r18i1p1f2,ssp370,2025-12-16 00:00:00,2034-12-16 00:00:00,2042-09-16 00:00:00,2050-04-16 00:00:00,2067-10-16 00:00:00
UKESM1-0-LL,r18i1p1f2,ssp245,2026-09-16 00:00:00,2037-11-16 00:00:00,2048-11-16 00:00:00,2061-12-16 00:00:00,2087-01-16 00:00:00
UKESM1-0-LL,r13i1p1f2,ssp245,2025-06-16 00:00:00,2034-03-16 00:00:00,2045-09-16 00:00:00,2057-12-16 00:00:00,2082-04-16 00:00:00
UKESM1-0-LL,r3i1p1f2,ssp585,2026-12-16 00:00:00,2034-04-16 00:00:00,2040-12-16 00:00:00,2047-11-16 00:00:00,2060-11-16 00:00:00
UKESM1-0-LL,r3i1p1f2,ssp370,2027-12-16 00:00:00,2036-02-16 00:00:00,2045-02-16 00:00:00,2054-01-16 00:00:00,2068-03-16 00:00:00
UKESM1-0-LL,r3i1p1f2,ssp245,2027-10-16 00:00:00,2038-04-16 00:00:00,2047-01-16 00:00:00,2056-08-16 00:00:00,2089-05-16 00:00:00
UKESM1-0-LL,r17i1p1f2,ssp370,2027-01-16 00:00:00,2036-05-16 00:00:00,2045-03-16 00:00:00,2054-02-16 00:00:00,2070-01-16 00:00:00
UKESM1-0-LL,r17i1p1f2,ssp245,2027-04-16 00:00:00,2038-04-16 00:00:00,2050-04-16 00:00:00,2061-07-16 00:00:00,2090-10-16 00:00:00
UKESM1-0-LL,r19i1p1f2,ssp370,2030-07-16 00:00:00,2038-11-16 00:00:00,2046-01-16 00:00:00,2053-06-16 00:00:00,2070-01-16 00:00:00
UKESM1-0-LL,r19i1p1f2,ssp245,2032-08-16 00:00:00,2041-12-16 00:00:00,2051-02-16 00:00:00,2061-07-16 00:00:00,
UKESM1-0-LL,r9i1p1f2,ssp370,2026-05-16 00:00:00,2034-04-16 00:00:00,2041-10-16 00:00:00,2049-06-16 00:00:00,2065-04-16 00:00:00
UKESM1-0-LL,r9i1p1f2,ssp245,2023-10-16 00:00:00,2032-06-16 00:00:00,2042-03-16 00:00:00,2051-09-16 00:00:00,2083-04-16 00:00:00
UKESM1-0-LL,r11i1p1f2,ssp370,2027-01-16 00:00:00,2034-09-16 00:00:00,2042-10-16 00:00:00,2050-02-16 00:00:00,2065-03-16 00:00:00
UKESM1-0-LL,r11i1p1f2,ssp245,2025-02-16 00:00:00,2032-07-16 00:00:00,2040-01-16 00:00:00,2050-05-16 00:00:00,2084-03-16 00:00:00
CESM2-LENS,r10i1p1f1,ssp370,2041-09-16 00:00:00,2055-11-16 00:00:00,2067-09-16 00:00:00,2077-02-15 00:00:00,
CESM2-LENS,r1i1p1f1,ssp370,2045-10-16 12:00:00,2058-10-16 12:00:00,2069-10-16 12:00:00,2079-05-16 12:00:00,
CESM2-LENS,r2i1p1f1,ssp370,2043-06-16 00:00:00,2057-02-15 00:00:00,2067-11-16 00:00:00,2077-06-16 00:00:00,
CESM2-LENS,r3i1p1f1,ssp370,2045-09-16 00:00:00,2056-09-16 00:00:00,2067-04-16 00:00:00,2077-07-16 12:00:00,
CESM2-LENS,r4i1p1f1,ssp370,2042-09-16 00:00:00,2053-01-16 12:00:00,2064-12-16 12:00:00,2075-01-16 12:00:00,
CESM2-LENS,r5i1p1f1,ssp370,2044-06-16 00:00:00,2055-04-16 00:00:00,2066-10-16 12:00:00,2077-05-16 12:00:00,
CESM2-LENS,r6i1p1f1,ssp370,2043-11-16 00:00:00,2055-10-16 12:00:00,2067-06-16 00:00:00,2077-02-15 00:00:00,
CESM2-LENS,r7i1p1f1,ssp370,2044-05-16 12:00:00,2054-12-16 12:00:00,2067-01-16 12:00:00,2077-09-16 00:00:00,
CESM2-LENS,r8i1p1f1,ssp370,2038-11-16 00:00:00,2051-10-16 12:00:00,2065-07-16 12:00:00,2075-05-16 12:00:00,
CESM2-LENS,r9i1p1f1,ssp370,2043-06-16 00:00:00,2055-11-16 00:00:00,2066-12-16 12:00:00,2077-01-16 12:00:00,
